feature,importance
event_data_prop_01ca3a3c_dwell_time_sum,0.0
event_data_prop_2dc29e21_duration_median,0.0
event_data_prop_c74f40cd_duration_median,0.0
event_data_prop_e4f1efe6_duration_median,0.0
event_data_prop_499edb7c_duration_median,0.0
event_data_prop_832735e1_total_duration_median,0.0
event_data_prop_3323d7e9_misses_median,0.0
event_data_prop_5f5b2617_dwell_time_median,0.0
event_data_prop_5f5b2617_dwell_time_max,0.0
event_data_prop_5f5b2617_dwell_time_sum,0.0
event_data_prop_4ef8cdd3_duration_median,0.0
event_data_prop_73757a5e_total_duration_median,0.0
event_data_prop_30df3273_dwell_time_max,0.0
event_data_prop_598f4598_duration_median,0.0
event_data_prop_30df3273_dwell_time_sum,0.0
event_data_prop_55115cbd_duration_median,0.0
event_data_prop_5154fc30_total_duration_median,0.0
event_data_prop_cb6010f8_duration_median,0.0
event_data_prop_90ea0bac_total_duration_median,0.0
event_data_prop_8b757ab8_duration_median,0.0
event_data_prop_3d0b9317_duration_median,0.0
event_data_prop_ab4ec3a4_dwell_time_median,0.0
event_data_prop_ab4ec3a4_dwell_time_std,0.0
event_data_prop_ab4ec3a4_dwell_time_max,0.0
event_data_prop_ab4ec3a4_dwell_time_mean,0.0
event_data_prop_ab4ec3a4_dwell_time_sum,0.0
event_data_prop_e4d32835_dwell_time_median,0.0
event_data_prop_e4d32835_dwell_time_std,0.0
event_data_prop_e4d32835_dwell_time_max,0.0
event_data_prop_e4d32835_dwell_time_mean,0.0
event_data_prop_e4d32835_dwell_time_sum,0.0
event_data_prop_d185d3ea_duration_median,0.0
event_data_prop_e5734469_total_duration_median,0.0
event_data_prop_c7fe2a55_total_duration_median,0.0
event_data_prop_2a512369_duration_median,0.0
event_data_prop_4a4c3d21_duration_median,0.0
event_data_prop_b2dba42b_total_duration_median,0.0
event_data_prop_5a848010_duration_median,0.0
event_data_prop_ad2fc29c_total_duration_median,0.0
event_data_prop_0330ab6a_total_duration_median,0.0
event_data_prop_b74258a0_misses_median,0.0
event_data_prop_b74258a0_duration_median,0.0
event_data_prop_36fa3ebe_duration_median,0.0
event_data_prop_37c53127_misses_median,0.0
event_data_prop_36fa3ebe_misses_median,0.0
event_data_prop_37c53127_duration_median,0.0
event_data_prop_04df9b66_total_duration_median,0.0
event_data_prop_44cb4907_total_duration_median,0.0
event_data_prop_363c86c9_duration_median,0.0
event_data_prop_cf7638f3_duration_median,0.0
event_data_prop_d3268efa_total_duration_max,0.0
event_data_prop_d3268efa_total_duration_median,0.0
event_data_prop_ecaab346_duration_median,0.0
event_data_prop_58a0de5c_duration_median,0.0
event_data_prop_e9c52111_duration_median,0.0
event_data_prop_e5c9df6f_duration_median,0.0
event_data_prop_1f19558b_duration_median,0.0
event_data_prop_f5b8c21a_misses_median,0.0
event_data_prop_f5b8c21a_duration_median,0.0
event_data_prop_31973d56_duration_median,0.0
event_data_prop_86ba578b_duration_median,0.0
event_data_prop_b74258a0_misses_max,0.0
event_data_prop_2ec694de_dwell_time_sum,0.0
event_data_prop_6088b756_duration_median,0.0
event_data_prop_2ec694de_dwell_time_mean,0.0
event_data_prop_1c178d24_duration_median,0.0
event_data_prop_9554a50b_dwell_time_median,0.0
event_data_prop_08fd73f3_misses_median,0.0
event_data_prop_1c178d24_misses_median,0.0
event_data_prop_08fd73f3_duration_median,0.0
event_data_prop_15eb4a7d_duration_median,0.0
event_data_prop_6c930e6e_misses_median,0.0
event_data_prop_c7128948_duration_median,0.0
event_data_prop_6c930e6e_duration_median,0.0
event_data_prop_5348fd84_duration_median,0.0
event_data_prop_dcb1663e_dwell_time_median,0.0
event_data_prop_dcb1663e_dwell_time_std,0.0
event_data_prop_dcb1663e_dwell_time_max,0.0
event_data_prop_dcb1663e_dwell_time_mean,0.0
event_data_prop_dcb1663e_dwell_time_sum,0.0
event_data_prop_3a4be871_dwell_time_median,0.0
event_data_prop_3a4be871_dwell_time_max,0.0
event_data_prop_3a4be871_dwell_time_sum,0.0
event_data_prop_2ec694de_dwell_time_median,0.0
event_data_prop_2ec694de_dwell_time_std,0.0
event_data_prop_2ec694de_dwell_time_max,0.0
event_data_prop_9ed8f6da_duration_median,0.0
event_data_prop_71e712d8_duration_median,0.0
event_data_prop_2230fab4_duration_median,0.0
event_data_prop_828e68f9_duration_median,0.0
event_data_prop_1af8be29_total_duration_median,0.0
event_data_prop_1bb5fbdb_duration_median,0.0
event_data_prop_907a054b_total_duration_median,0.0
event_data_prop_d38c2fd7_duration_median,0.0
event_data_prop_b5053438_duration_median,0.0
event_data_prop_88d4a5be_duration_median,0.0
event_data_prop_250513af_total_duration_median,0.0
event_data_prop_84b0e0c8_duration_median,0.0
event_data_prop_a8876db3_total_duration_median,0.0
event_data_prop_a8876db3_total_duration_max,0.0
event_data_prop_fcfdffb6_duration_median,0.0
event_data_prop_d51b1749_duration_median,0.0
event_data_prop_6f445b57_dwell_time_mean,0.0
event_data_prop_6f445b57_dwell_time_max,0.0
event_data_prop_3bb91ced_duration_median,0.0
event_data_prop_6f445b57_dwell_time_std,0.0
event_data_prop_6f445b57_dwell_time_median,0.0
event_data_prop_5de79a6a_total_duration_median,0.0
event_data_prop_9d4e7b25_duration_median,0.0
event_data_prop_b80e5e84_duration_median,0.0
event_data_prop_7ab78247_total_duration_median,0.0
event_data_prop_e37a2b78_duration_median,0.0
event_data_prop_6cf7d25c_total_duration_median,0.0
event_data_prop_f71c4741_total_duration_median,0.0
event_data_prop_2dcad279_duration_median,0.0
event_data_prop_c51d8688_duration_median,0.0
event_data_prop_77ead60d_total_duration_median,0.0
event_data_prop_b88f38da_duration_median,0.0
event_data_prop_16667cc5_dwell_time_sum,0.0
event_data_prop_16667cc5_dwell_time_mean,0.0
event_data_prop_16667cc5_dwell_time_max,0.0
event_data_prop_de26c3a6_duration_median,0.0
event_data_prop_16667cc5_dwell_time_median,0.0
event_data_prop_c58186bf_duration_median,0.0
event_data_prop_a8a78786_duration_median,0.0
event_data_prop_3afb49e6_total_duration_median,0.0
event_data_prop_46cd75b4_duration_median,0.0
event_data_prop_bdf49a58_duration_median,0.0
event_data_prop_5c2f29ca_duration_median,0.0
event_data_prop_84538528_duration_median,0.0
event_data_prop_a52b92d5_duration_median,0.0
event_data_prop_9d29771f_total_duration_median,0.0
event_data_prop_56cd3b43_total_duration_median,0.0
event_data_prop_9b4001e4_total_duration_median,0.0
event_data_prop_3afb49e6_total_duration_max,0.0
event_data_prop_f28c589a_total_duration_median,0.0
